"","station","valid","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","Date","Time","Hour","tmpc","dwpc","sms","p01mm","altmb","gustms"
"2381","0CO",2023-12-09 14:55:00,-0.4,-4,84.3,320,17,0,30.15,NA,1,23,"BKN",2023-12-09,"14:55","2023/12/09 14",-18,-20,9.774436,0,845.185940773572,16.976652
"2382","0CO",2023-12-09 15:55:00,-0.4,-4,84.3,320,15,0,30.16,NA,1,19,"OVC",2023-12-09,"15:55","2023/12/09 15",-18,-20,7.54517866666667,0,845.653204119865,NA
"2383","0CO",2023-12-09 16:55:00,-0.4,-5.8,77.32,340,15,0,30.17,NA,0.25,NA,"OVC",2023-12-09,"16:55","2023/12/09 16",-18,-21,7.202216,0,845.840109458382,NA
"2384","0CO",2023-12-09 17:55:00,-0.4,-5.8,77.32,310,22,0,30.17,NA,0.25,27,"OVC",2023-12-09,"17:55","2023/12/09 17",-18,-21,8.91702933333333,0,845.840109458382,13.889988
"2385","0CO",2023-12-09 18:55:00,-2.2,-5.8,84.17,320,27,0,30.17,NA,0.25,38,"OVC",2023-12-09,"18:55","2023/12/09 18",-19,-21,11.6607306666667,0,845.93356212764,19.548872
"2386","0CO",2023-12-09 19:55:00,-2.2,-7.6,77.14,330,23,0,30.19,NA,0.25,32,"OVC",2023-12-09,"19:55","2023/12/09 19",-19,-21.3333333333333,9.774436,0,846.587730812449,16.462208
"2387","0CO",2023-12-09 20:55:00,-4,-7.6,84.04,360,13,0,30.2,NA,0.5,32,"OVC",2023-12-09,"20:55","2023/12/09 20",-20,-22,9.94591733333333,0,846.494278143191,16.976652
"2388","0CO",2023-12-09 21:55:00,-4,-9.4,76.96,10,9,0,30.19,NA,0.25,31,"OVC",2023-12-09,"21:55","2023/12/09 21",-20,-22.3333333333333,8.745548,0,846.400825473933,15.947764
"2389","0CO",2023-12-09 22:55:00,-4,-9.4,76.96,10,12,0,30.19,NA,1,31,"BKN",2023-12-09,"22:55","2023/12/09 22",-20,-23,7.03073466666667,0,846.400825473933,15.947764
"2390","0CO",2023-12-09 23:55:00,-5.8,-9.4,83.91,340,21,0,30.15,NA,0.75,31,"BKN",2023-12-09,"23:55","2023/12/09 23",-20.6666666666667,-23,9.08851066666667,0,845.746656789123,16.462208
"2391","0CO",2023-12-10 00:55:00,-5.8,-9.4,83.91,320,26,0,30.12,NA,0.5,40,"BKN",2023-12-10,"00:55","2023/12/10 00",-21,-23,14.404432,0,844.531772088763,20.57776
"2392","0CO",2023-12-10 01:55:00,-4,-7.6,84.04,310,42,0,30.08,NA,1.25,48,"SCT",2023-12-10,"01:55","2023/12/10 01",-20.6666666666667,-22.6666666666667,17.8340586666667,0,843.690698065437,24.693312
"2393","0CO",2023-12-10 02:55:00,1.4,-2.2,84.43,300,40,0,30.1,NA,1.75,50,"VV ",2023-12-10,"02:55","2023/12/10 02",-17.3333333333333,-20,21.4351666666667,0,843.50379272692,27.779976
"2394","0CO",2023-12-10 03:55:00,3.2,-0.4,84.56,310,38,0,30.1,NA,1.5,52,"SCT",2023-12-10,"03:55","2023/12/10 03",-16,-18,19.034428,0,843.971056073212,26.751088
"2395","0CO",2023-12-10 04:55:00,3.2,-0.4,84.56,300,49,0,30.02,NA,1,64,"OVC",2023-12-10,"04:55","2023/12/10 04",-16,-18,21.092204,0,842.756171372852,32.924416
"2396","0CO",2023-12-10 05:55:00,5,1.4,84.68,300,44,0,30.09,NA,1.25,64,"OVC",2023-12-10,"05:55","2023/12/10 05",-15.6666666666667,-17.6666666666667,22.2925733333333,0,843.223434719145,32.924416
"2397","0CO",2023-12-10 06:55:00,6.8,1.4,78.01,320,42,0,30.1,NA,0.75,NA,"OVC",2023-12-10,"06:55","2023/12/10 06",-14.6666666666667,-17,NA,0,843.410340057662,NA
"2398","0CO",2023-12-10 07:55:00,10.4,1.4,66.35,300,40,0,30.13,NA,1.25,53,"OVC",2023-12-10,"07:55","2023/12/10 07",-12.6666666666667,-17.6666666666667,21.092204,0,844.531772088763,31.381084
"2399","0CO",2023-12-10 08:55:00,8.6,5,84.93,320,26,0,30.16,NA,2.5,48,"BKN",2023-12-10,"08:55","2023/12/10 08",-12.3333333333333,-15.3333333333333,16.976652,0,845.279393442831,26.751088
"2400","0CO",2023-12-10 09:55:00,12.2,10.4,92.32,300,33,0,30.18,NA,0.25,51,"OVC",2023-12-10,"09:55","2023/12/10 09",-11.3333333333333,-13,18.8629466666667,0,845.840109458382,28.808864
"2401","0CO",2023-12-10 10:55:00,14,12.2,92.38,NA,NA,0,30.2,NA,0.25,NA,"OVC",2023-12-10,"10:55","2023/12/10 10",-10,-11.3333333333333,NA,0,846.494278143191,NA
"2402","0CO",2023-12-10 11:55:00,15.8,14,92.44,310,32,0,30.16,NA,0.25,49,"OVC",2023-12-10,"11:55","2023/12/10 11",-9,-10.6666666666667,18.3485026666667,0,845.372846112089,NA
"2403","0CO",2023-12-10 12:55:00,17.6,14,85.51,NA,NA,0,30.14,NA,0.25,NA,"OVC",2023-12-10,"12:55","2023/12/10 12",-8,-10,NA,0,844.625224758022,NA
"2404","0CO",2023-12-10 13:55:00,17.6,14,85.51,NA,NA,0,30.12,NA,0.25,NA,"OVC",2023-12-10,"13:55","2023/12/10 13",-8.33333333333333,-10,NA,0,844.625224758022,NA
"2405","0CO",2023-12-10 14:55:00,17.6,14,85.51,290,41,0,30.1,NA,0.25,56,"OVC",2023-12-10,"14:55","2023/12/10 14",-8,-9.66666666666667,NA,0,843.597245396179,NA
"2406","0CO",2023-12-10 15:55:00,17.6,15.8,92.5,290,36,0,30.11,NA,0.5,56,"OVC",2023-12-10,"15:55","2023/12/10 15",-8,-9.66666666666667,NA,0,844.064508742471,NA
"2407","0CO",2023-12-10 16:55:00,19.4,17.6,92.57,310,29,0,30.13,NA,0.5,39,"OVC",2023-12-10,"16:55","2023/12/10 16",-7.66666666666667,-8.66666666666667,18.3485026666667,0,844.438319419505,28.29442
"2408","0CO",2023-12-10 17:55:00,19.4,15.8,85.63,300,44,0,30.09,NA,0.5,NA,"OVC",2023-12-10,"17:55","2023/12/10 17",-7,-8.33333333333333,19.548872,0,844.064508742471,NA
"2409","0CO",2023-12-10 18:55:00,17.6,15.8,92.5,300,50,0,30.08,NA,0.5,NA,"OVC",2023-12-10,"18:55","2023/12/10 18",-8,-9,22.8070173333333,0,843.877603403954,NA
"2410","0CO",2023-12-10 19:55:00,19.4,15.8,85.63,NA,NA,0,30.15,NA,0.75,NA,"OVC",2023-12-10,"19:55","2023/12/10 19",-7.66666666666667,-9,NA,0,844.905582765797,NA
"2411","0CO",2023-12-10 20:55:00,17.6,15.8,92.5,310,34,0,30.15,NA,0.75,51,"OVC",2023-12-10,"20:55","2023/12/10 20",-8,-9,NA,0,844.999035435055,NA
"2412","0CO",2023-12-10 21:55:00,17.6,15.8,92.5,310,21,0,30.17,NA,1,42,"OVC",2023-12-10,"21:55","2023/12/10 21",-8,-9,15.7762826666667,0,845.279393442831,25.207756
"2413","0CO",2023-12-10 22:55:00,17.6,15.8,92.5,300,34,0,30.15,NA,1,42,"OVC",2023-12-10,"22:55","2023/12/10 22",-8,-9,15.2618386666667,0,845.466298781348,23.664424
"2414","0CO",2023-12-10 23:55:00,17.6,14,85.51,300,26,0,30.16,NA,0.75,33,"OVC",2023-12-10,"23:55","2023/12/10 23",-8,-9.66666666666667,14.5759133333333,0,845.466298781348,22.121092
"2415","0CO",2023-12-11 00:55:00,17.6,15.8,92.5,300,21,0,30.15,NA,0.75,34,"OVC",2023-12-11,"00:55","2023/12/11 00",-8,-9.33333333333333,NA,0,845.279393442831,NA
"2416","0CO",2023-12-11 01:55:00,17.6,14,85.51,310,22,0,30.15,NA,0.5,35,"OVC",2023-12-11,"01:55","2023/12/11 01",-8,-10,11.832212,0,845.185940773572,18.00554
"2417","0CO",2023-12-11 02:55:00,17.6,14,85.51,310,24,0,30.15,NA,0.5,34,"OVC",2023-12-11,"02:55","2023/12/11 02",-8,-10,12.8611,0,845.279393442831,NA
"2418","0CO",2023-12-11 03:55:00,17.6,14,85.51,310,20,0,30.15,NA,1,32,"OVC",2023-12-11,"03:55","2023/12/11 03",-8,-10,11.317768,0,845.279393442831,19.034428
"2419","0CO",2023-12-11 04:55:00,17.6,14,85.51,310,21,0,30.15,NA,0.5,31,"OVC",2023-12-11,"04:55","2023/12/11 04",-8,-10,12.8611,0,845.185940773572,19.034428
"2420","0CO",2023-12-11 05:55:00,15.8,14,92.44,300,26,0,30.15,NA,0.5,NA,"OVC",2023-12-11,"05:55","2023/12/11 05",-9,-10,12.0036933333333,0,845.466298781348,NA
"2421","0CO",2023-12-11 06:55:00,14,12.2,92.38,310,23,0,30.17,NA,0.5,NA,"OVC",2023-12-11,"06:55","2023/12/11 06",-10,-11,10.6318426666667,0,845.840109458382,NA
"2422","0CO",2023-12-11 07:55:00,14,12.2,92.38,320,29,0,30.16,NA,0.5,37,"OVC",2023-12-11,"07:55","2023/12/11 07",-10,-11,13.0325813333333,0,845.653204119865,NA
"2423","0CO",2023-12-11 08:55:00,14,12.2,92.38,330,24,0,30.18,NA,0.25,35,"OVC",2023-12-11,"08:55","2023/12/11 08",-10,-11,12.0036933333333,0,846.027014796899,21.606648
"2424","0CO",2023-12-11 09:55:00,15.8,14,92.44,320,22,0,30.19,NA,0.5,30,"OVC",2023-12-11,"09:55","2023/12/11 09",-9.66666666666667,-10.6666666666667,10.803324,0,846.400825473933,19.034428
"2425","0CO",2023-12-11 10:55:00,17.6,14,85.51,320,21,0,30.19,NA,0.5,27,"OVC",2023-12-11,"10:55","2023/12/11 10",-8.33333333333333,-10,10.6318426666667,0,846.494278143191,15.947764
"2426","0CO",2023-12-11 11:55:00,19.4,17.6,92.57,310,21,0,30.17,NA,1.5,27,"BKN",2023-12-11,"11:55","2023/12/11 11",-7.66666666666667,-8.66666666666667,10.4603613333333,0,846.120467466157,14.404432
"2427","0CO",2023-12-11 12:55:00,19.4,17.6,92.57,310,21,0,30.17,NA,1.25,30,"BKN",2023-12-11,"12:55","2023/12/11 12",-7,-8,10.803324,0,845.840109458382,15.43332
"2428","0CO",2023-12-11 13:55:00,19.4,17.6,92.57,300,19,0,30.17,NA,2,26,"SCT",2023-12-11,"13:55","2023/12/11 13",-7,-8,8.91702933333333,0,845.93356212764,15.43332
"2429","0CO",2023-12-11 14:55:00,19.4,17.6,92.57,270,16,0,30.17,NA,10,23,"SCT",2023-12-11,"14:55","2023/12/11 14",-7,-8,8.231104,0,845.93356212764,12.346656
"2430","0CO",2023-12-11 15:55:00,19.4,17.6,92.57,280,13,0,30.19,NA,10,30,"BKN",2023-12-11,"15:55","2023/12/11 15",-7,-8,7.71666,0,846.400825473933,15.43332
"2431","0CO",2023-12-11 16:55:00,19.4,15.8,85.63,280,16,0,30.2,NA,10,24,"SCT",2023-12-11,"16:55","2023/12/11 16",-7,-8.66666666666667,8.745548,0,846.587730812449,14.918876
"2432","0CO",2023-12-11 17:55:00,17.6,15.8,92.5,260,20,0,30.22,NA,10,25,"SCT",2023-12-11,"17:55","2023/12/11 17",-8,-9,7.54517866666667,0,847.241899497259,12.8611
"2433","0CO",2023-12-11 18:55:00,17.6,14,85.51,270,13,0,30.22,NA,10,21,"SCT",2023-12-11,"18:55","2023/12/11 18",-8,-10,7.71666,0,847.241899497259,12.346656
"2434","0CO",2023-12-11 19:55:00,15.8,14,92.44,240,12,0,30.22,NA,10,19,"SCT",2023-12-11,"19:55","2023/12/11 19",-8.66666666666667,-10,6.51629066666667,0,847.241899497259,12.346656
"2435","0CO",2023-12-11 20:55:00,14,12.2,92.38,200,7,0,30.22,NA,0.25,NA,"OVC",2023-12-11,"20:55","2023/12/11 20",-9.33333333333333,-10.3333333333333,4.45851466666667,0,847.241899497259,NA
"2436","0CO",2023-12-11 21:55:00,14,12.2,92.38,210,7,0,30.22,NA,0.25,16,"OVC",2023-12-11,"21:55","2023/12/11 21",-9.66666666666667,-11,4.97295866666667,0,847.241899497259,8.745548
"2437","0CO",2023-12-11 22:55:00,14,10.4,85.28,150,9,0,30.2,NA,0.25,15,"OVC",2023-12-11,"22:55","2023/12/11 22",-10,-11.3333333333333,4.629996,0,846.868088820225,NA
"2438","0CO",2023-12-11 23:55:00,12.2,10.4,92.32,210,8,0,30.19,NA,0.5,NA,"BKN",2023-12-11,"23:55","2023/12/11 23",-10.3333333333333,-11.6666666666667,4.45851466666667,0,846.494278143191,NA
"2439","0CO",2023-12-12 00:55:00,14,10.4,85.28,200,7,0,30.18,NA,10,NA,"CLR",2023-12-12,"00:55","2023/12/12 00",-10,-11.6666666666667,3.77258933333333,0,846.213920135416,NA
"2440","0CO",2023-12-12 01:55:00,14,10.4,85.28,210,8,0,30.17,NA,10,NA,"SCT",2023-12-12,"01:55","2023/12/12 01",-10,-12,3.601108,0,845.840109458382,NA
"2441","0CO",2023-12-12 02:55:00,14,8.6,78.68,220,9,0,30.17,NA,10,15,"CLR",2023-12-12,"02:55","2023/12/12 02",-10,-12.3333333333333,3.601108,0,845.840109458382,8.231104
"2442","0CO",2023-12-12 03:55:00,15.8,3.2,56.86,220,7,0,30.15,NA,10,22,"BKN",2023-12-12,"03:55","2023/12/12 03",-9.33333333333333,-15,4.45851466666667,0,845.559751450606,11.317768
"2443","0CO",2023-12-12 04:55:00,17.6,1.4,48.39,220,7,0,30.15,NA,10,NA,"CLR",2023-12-12,"04:55","2023/12/12 04",-8.33333333333333,-16.3333333333333,5.14444,0,845.279393442831,NA
"2444","0CO",2023-12-12 05:55:00,17.6,1.4,48.39,250,18,0,30.17,NA,10,22,"CLR",2023-12-12,"05:55","2023/12/12 05",-8,-16.6666666666667,7.03073466666667,0,845.653204119865,NA
"2445","0CO",2023-12-12 06:55:00,17.6,1.4,48.39,250,18,0,30.17,NA,10,NA,"CLR",2023-12-12,"06:55","2023/12/12 06",-8,-17,9.774436,0,845.840109458382,NA
"2446","0CO",2023-12-12 07:55:00,19.4,-0.4,41.17,260,14,0,30.17,NA,10,18,"CLR",2023-12-12,"07:55","2023/12/12 07",-7,-17.6666666666667,6.34480933333333,0,845.840109458382,10.28888
"2447","0CO",2023-12-12 08:55:00,19.4,-0.4,41.17,230,8,0,30.18,NA,10,16,"CLR",2023-12-12,"08:55","2023/12/12 08",-7,-18,4.629996,0,846.027014796899,NA
"2448","0CO",2023-12-12 09:55:00,21.2,-4,32.15,230,6,0,30.19,NA,10,NA,"SCT",2023-12-12,"09:55","2023/12/12 09",-6.33333333333333,-18.6666666666667,3.25814533333333,0,846.400825473933,NA
"2449","0CO",2023-12-12 10:55:00,23,1.4,38.45,210,6,0,30.19,NA,10,NA,"CLR",2023-12-12,"10:55","2023/12/12 10",-5.66666666666667,-18,2.91518266666667,0,846.400825473933,NA
"2450","0CO",2023-12-12 11:55:00,23,1.4,38.45,250,17,0,30.17,NA,10,26,"SCT",2023-12-12,"11:55","2023/12/12 11",-5,-17,6.85925333333333,0,845.93356212764,13.375544
"2451","0CO",2023-12-12 12:55:00,23,3.2,41.8,280,10,0,30.15,NA,10,22,"SCT",2023-12-12,"12:55","2023/12/12 12",-5,-16.6666666666667,6.00184666666667,0,845.559751450606,12.346656
"2452","0CO",2023-12-12 13:55:00,23,8.6,53.47,290,8,0,30.15,NA,10,16,"OVC",2023-12-12,"13:55","2023/12/12 13",-5,-14.6666666666667,5.48740266666667,0,845.279393442831,12.346656
"2453","0CO",2023-12-12 14:55:00,19.4,5,52.89,0,0,0,30.17,NA,10,NA,"SCT",2023-12-12,"14:55","2023/12/12 14",-6,-13.6666666666667,2.40073866666667,0,845.746656789123,NA
"2454","0CO",2023-12-12 15:55:00,21.2,3.2,45.1,0,0,0,30.18,NA,10,NA,"SCT",2023-12-12,"15:55","2023/12/12 15",-6.66666666666667,-16,1.028888,0,845.93356212764,NA
"2455","0CO",2023-12-12 16:55:00,19.4,8.6,62.28,150,6,0,30.19,NA,10,NA,"BKN",2023-12-12,"16:55","2023/12/12 16",-6.66666666666667,-14,3.086664,0,846.400825473933,NA
"2456","0CO",2023-12-12 17:55:00,17.6,12.2,79,130,7,0,30.21,NA,10,NA,"SCT",2023-12-12,"17:55","2023/12/12 17",-7.33333333333333,-12.3333333333333,3.42962666666667,0,846.868088820225,NA
"2457","0CO",2023-12-12 18:55:00,17.6,12.2,79,150,22,0,30.22,NA,10,NA,"SCT",2023-12-12,"18:55","2023/12/12 18",-8.33333333333333,-11,9.774436,0,847.148446828,NA
"2458","0CO",2023-12-12 19:55:00,15.8,8.6,72.73,140,21,0,30.23,NA,10,NA,"SCT",2023-12-12,"19:55","2023/12/12 19",-9,-12.3333333333333,12.0036933333333,0,847.428804835776,NA
"2459","0CO",2023-12-12 20:55:00,15.8,8.6,72.73,120,26,0,30.23,NA,10,NA,"SCT",2023-12-12,"20:55","2023/12/12 20",-8.66666666666667,-13,12.0036933333333,0,847.522257505034,NA
"2460","0CO",2023-12-12 21:55:00,14,8.6,78.68,120,28,0,30.25,NA,10,NA,"SCT",2023-12-12,"21:55","2023/12/12 21",-10,-12.6666666666667,14.2329506666667,0,847.896068182068,NA
"2461","0CO",2023-12-12 22:55:00,14,5,66.82,140,25,0,30.26,NA,10,32,"BKN",2023-12-12,"22:55","2023/12/12 22",-10,-14.6666666666667,12.346656,0,848.269878859102,16.462208
"2462","0CO",2023-12-12 23:55:00,14,3.2,61.51,160,19,0,30.27,NA,10,26,"OVC",2023-12-12,"23:55","2023/12/12 23",-10,-16,10.9748053333333,0,848.456784197619,NA
"2463","0CO",2023-12-13 00:55:00,14,5,66.82,140,20,0,30.27,NA,10,24,"BKN",2023-12-13,"00:55","2023/12/13 00",-9.66666666666667,-15,11.1462866666667,0,848.550236866877,14.404432
"2464","0CO",2023-12-13 01:55:00,14,6.8,72.53,140,19,0,30.28,NA,5,23,"BKN",2023-12-13,"01:55","2023/12/13 01",-10,-14.6666666666667,10.28888,0,848.737142205394,NA
"2465","0CO",2023-12-13 02:55:00,12.2,8.6,85.17,150,16,0,30.28,NA,7,22,"SCT",2023-12-13,"02:55","2023/12/13 02",-11,-13,9.08851066666667,0,848.924047543911,12.8611
"2466","0CO",2023-12-13 03:55:00,12.2,10.4,92.32,160,13,0,30.28,NA,10,NA,"BKN",2023-12-13,"03:55","2023/12/13 03",-11,-12.3333333333333,6.51629066666667,0,848.830594874653,NA
"2467","0CO",2023-12-13 04:55:00,14,12.2,92.38,160,14,0,30.28,NA,2,17,"BKN",2023-12-13,"04:55","2023/12/13 04",-10,-11.3333333333333,6.00184666666667,0,848.924047543911,9.259992
"2468","0CO",2023-12-13 05:55:00,14,12.2,92.38,140,20,0,30.29,NA,0.75,NA,"BKN",2023-12-13,"05:55","2023/12/13 05",-10,-11,7.37369733333333,0,849.110952882428,NA
"2469","0CO",2023-12-13 06:55:00,14,12.2,92.38,150,23,0,30.3,NA,0.25,NA,"OVC",2023-12-13,"06:55","2023/12/13 06",-10,-11,11.317768,0,849.484763559462,NA
"2470","0CO",2023-12-13 07:55:00,14,12.2,92.38,140,23,0,30.3,NA,0.25,NA,"OVC",2023-12-13,"07:55","2023/12/13 07",-10,-11,11.4892493333333,0,849.484763559462,NA
"2471","0CO",2023-12-13 08:55:00,15.8,12.2,85.4,130,27,0,30.32,NA,0.25,34,"OVC",2023-12-13,"08:55","2023/12/13 08",-9.66666666666667,-11,13.5470253333333,0,849.765121567237,NA
"2472","0CO",2023-12-13 09:55:00,17.6,14,85.51,150,22,0,30.33,NA,5,NA,"BKN",2023-12-13,"09:55","2023/12/13 09",-8.66666666666667,-10.6666666666667,11.832212,0,850.23238491353,NA
"2473","0CO",2023-12-13 10:55:00,17.6,14,85.51,160,13,0,30.34,NA,10,19,"BKN",2023-12-13,"10:55","2023/12/13 10",-8,-10,10.1173986666667,0,850.419290252046,15.43332
"2474","0CO",2023-12-13 11:55:00,17.6,15.8,92.5,140,22,0,30.31,NA,10,29,"BKN",2023-12-13,"11:55","2023/12/13 11",-8,-9.66666666666667,10.803324,0,849.952026905754,14.918876
"2475","0CO",2023-12-13 12:55:00,17.6,15.8,92.5,140,23,0,30.29,NA,10,33,"SCT",2023-12-13,"12:55","2023/12/13 12",-7.33333333333333,-8.66666666666667,12.0036933333333,0,849.391310890203,16.976652
"2476","0CO",2023-12-13 13:55:00,17.6,14,85.51,150,23,0,30.28,NA,10,29,"CLR",2023-12-13,"13:55","2023/12/13 13",-8,-9.33333333333333,12.0036933333333,0,849.110952882428,NA
"2477","0CO",2023-12-13 14:55:00,17.6,15.8,92.5,140,28,0,30.28,NA,10,NA,"SCT",2023-12-13,"14:55","2023/12/13 14",-8,-9,14.7473946666667,0,849.017500213169,NA
"2478","0CO",2023-12-13 15:55:00,17.6,15.8,92.5,140,27,0,30.28,NA,10,32,"SCT",2023-12-13,"15:55","2023/12/13 15",-8,-9,13.375544,0,849.110952882428,16.462208
"2479","0CO",2023-12-13 16:55:00,17.6,15.8,92.5,130,22,0,30.28,NA,5,27,"OVC",2023-12-13,"16:55","2023/12/13 16",-8,-9,13.889988,0,848.924047543911,18.00554
"2480","0CO",2023-12-13 17:55:00,17.6,14,85.51,130,31,0,30.29,NA,0.75,NA,"OVC",2023-12-13,"17:55","2023/12/13 17",-8,-9.33333333333333,14.7473946666667,0,849.204405551686,NA
"2481","0CO",2023-12-13 18:55:00,17.6,14,85.51,130,23,0,30.29,NA,0.25,NA,"OVC",2023-12-13,"18:55","2023/12/13 18",-8,-10,12.6896186666667,0,849.297858220945,NA
"2482","0CO",2023-12-13 19:55:00,17.6,14,85.51,110,25,0,30.28,NA,0.25,30,"OVC",2023-12-13,"19:55","2023/12/13 19",-8,-10,12.1751746666667,0,849.110952882428,NA
"2483","0CO",2023-12-13 20:55:00,17.6,14,85.51,140,26,0,30.27,NA,0.25,31,"OVC",2023-12-13,"20:55","2023/12/13 20",-8,-9.66666666666667,13.2040626666667,0,848.737142205394,NA
"2484","0CO",2023-12-13 21:55:00,17.6,14,85.51,140,23,0,30.27,NA,0.25,NA,"OVC",2023-12-13,"21:55","2023/12/13 21",-8,-10,13.0325813333333,0,848.550236866877,NA
"2485","0CO",2023-12-13 22:55:00,17.6,14,85.51,150,13,0,30.27,NA,0.25,20,"OVC",2023-12-13,"22:55","2023/12/13 22",-8,-10,9.08851066666667,0,848.643689536136,15.947764
"2486","0CO",2023-12-13 23:55:00,17.6,14,85.51,170,16,0,30.27,NA,10,23,"CLR",2023-12-13,"23:55","2023/12/13 23",-8,-10,6.687772,0,848.737142205394,11.832212
"2487","0CO",2023-12-14 00:55:00,15.8,14,92.44,210,9,0,30.26,NA,10,20,"SCT",2023-12-14,"00:55","2023/12/14 00",-8.33333333333333,-10,6.00184666666667,0,848.456784197619,12.8611
"2488","0CO",2023-12-14 01:55:00,15.8,14,92.44,240,10,0,30.26,NA,10,18,"CLR",2023-12-14,"01:55","2023/12/14 01",-9,-10,3.94407066666667,0,848.36333152836,NA
"2489","0CO",2023-12-14 02:55:00,15.8,14,92.44,240,17,0,30.24,NA,10,27,"CLR",2023-12-14,"02:55","2023/12/14 02",-9,-10,8.05962266666667,0,847.989520851326,15.947764
"2490","0CO",2023-12-14 03:55:00,15.8,14,92.44,240,7,0,30.23,NA,10,NA,"CLR",2023-12-14,"03:55","2023/12/14 03",-9,-10.3333333333333,6.34480933333333,0,847.615710174293,NA
"2491","0CO",2023-12-14 04:55:00,17.6,12.2,79,260,14,0,30.22,NA,10,21,"CLR",2023-12-14,"04:55","2023/12/14 04",-8.66666666666667,-11,6.173328,0,847.335352166517,NA
"2492","0CO",2023-12-14 05:55:00,17.6,10.4,72.93,260,14,0,30.24,NA,10,23,"CLR",2023-12-14,"05:55","2023/12/14 05",-8,-12,6.51629066666667,0,847.615710174293,11.832212
"2493","0CO",2023-12-14 06:55:00,17.6,10.4,72.93,270,16,0,30.23,NA,10,24,"CLR",2023-12-14,"06:55","2023/12/14 06",-8.33333333333333,-12,8.231104,0,847.615710174293,NA
"2494","0CO",2023-12-14 07:55:00,17.6,10.4,72.93,320,8,0,30.25,NA,10,NA,"CLR",2023-12-14,"07:55","2023/12/14 07",-8,-12,4.629996,0,847.896068182068,NA
"2495","0CO",2023-12-14 08:55:00,17.6,10.4,72.93,350,10,0,30.24,NA,10,16,"CLR",2023-12-14,"08:55","2023/12/14 08",-8,-12,4.97295866666667,0,847.802615512809,8.231104
"2496","0CO",2023-12-14 09:55:00,17.6,10.4,72.93,330,8,0,30.25,NA,10,NA,"CLR",2023-12-14,"09:55","2023/12/14 09",-8,-12,3.601108,0,848.082973520585,NA
"2497","0CO",2023-12-14 10:55:00,17.6,12.2,79,340,8,0,30.24,NA,10,NA,"CLR",2023-12-14,"10:55","2023/12/14 10",-8,-11,4.28703333333333,0,847.896068182068,NA
"2498","0CO",2023-12-14 11:55:00,17.6,12.2,79,330,10,0,30.21,NA,10,16,"CLR",2023-12-14,"11:55","2023/12/14 11",-8,-11,4.45851466666667,0,847.148446828,NA
"2499","0CO",2023-12-14 12:55:00,17.6,14,85.51,360,11,0.02,30.2,NA,10,21,"BKN",2023-12-14,"12:55","2023/12/14 12",-8,-10,4.629996,4.572,846.681183481708,NA
"2500","0CO",2023-12-14 13:55:00,19.4,15.8,85.63,320,7,0,30.19,NA,10,20,"BKN",2023-12-14,"13:55","2023/12/14 13",-7.33333333333333,-9.66666666666667,5.658884,0,846.400825473933,12.8611
"2501","0CO",2023-12-14 14:55:00,17.6,14,85.51,340,5,0,30.2,NA,10,18,"SCT",2023-12-14,"14:55","2023/12/14 14",-8,-10,3.77258933333333,0,846.587730812449,9.774436
"2502","0CO",2023-12-14 15:55:00,17.6,14,85.51,10,6,0,30.21,NA,0.25,NA,"OVC",2023-12-14,"15:55","2023/12/14 15",-8,-9.33333333333333,3.25814533333333,0,846.774636150966,NA
"2503","0CO",2023-12-14 16:55:00,15.8,14,92.44,350,16,0,30.22,NA,0.25,27,"OVC",2023-12-14,"16:55","2023/12/14 16",-8.33333333333333,-10,6.687772,0,847.241899497259,13.889988
"2504","0CO",2023-12-14 17:55:00,14,12.2,92.38,340,17,0,30.23,NA,0.25,25,"OVC",2023-12-14,"17:55","2023/12/14 17",-9.33333333333333,-10.3333333333333,7.202216,0,847.522257505034,14.404432
"2505","0CO",2023-12-14 18:55:00,14,12.2,92.38,340,21,0,30.23,NA,0.5,30,"OVC",2023-12-14,"18:55","2023/12/14 18",-10,-11,11.317768,0,847.335352166517,15.947764
"2506","0CO",2023-12-14 19:55:00,14,10.4,85.28,350,14,0,30.25,NA,0.25,23,"OVC",2023-12-14,"19:55","2023/12/14 19",-10,-12,6.687772,0,847.989520851326,15.43332
"2507","0CO",2023-12-14 20:55:00,12.2,10.4,92.32,360,10,0,30.24,NA,0.25,28,"OVC",2023-12-14,"20:55","2023/12/14 20",-10.6666666666667,-12,4.97295866666667,0,847.802615512809,14.404432
"2508","0CO",2023-12-14 21:55:00,12.2,8.6,85.17,360,8,0,30.26,NA,0.25,30,"OVC",2023-12-14,"21:55","2023/12/14 21",-11,-13,6.173328,0,848.082973520585,16.462208
"2509","0CO",2023-12-14 22:55:00,10.4,8.6,92.25,20,7,0,30.27,NA,0.5,29,"OVC",2023-12-14,"22:55","2023/12/14 22",-12,-13,5.83036533333333,0,848.456784197619,14.918876
"2510","0CO",2023-12-14 23:55:00,10.4,8.6,92.25,340,17,0,30.28,NA,0.25,25,"OVC",2023-12-14,"23:55","2023/12/14 23",-12,-13,7.37369733333333,0,848.830594874653,13.889988
"2511","0CO",2023-12-15 00:55:00,10.4,8.6,92.25,360,8,0,30.29,NA,0.25,17,"OVC",2023-12-15,"00:55","2023/12/15 00",-12,-13,5.48740266666667,0,849.110952882428,11.832212
